sample_index,pid,split,dataset_file_path,caption,input_ids_raw,attention_mask_raw,num_tokens
519,40,train,TRAINNING_DATA/Person41/output_9.jpg,"Một nam thanh niên đi đôi giày màu đen, mặc chiếc quần màu xanh có in hình số 4, và chiếc áo cộc tay, cổ tròn, màu xanh trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00519_pid40_output_9_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00519_pid40_output_9_attention_mask.raw,59
520,863,train,HoGuom_01/00864_00010650.jpg,"nữ tóc dài ngang lưng màu hạt dẻ để xõa, mặc áo dài tay màu trắng, vai trái đeo túi đen, mặc chân váy ngắn màu đen, đi giầy thể thao màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00520_pid863_00864_00010650_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00520_pid863_00864_00010650_attention_mask.raw,64
521,706,train,HoGuom_00/00707_00010440.jpg,"cô gái tóc màu nâu, mặc áo ngắn tay màu nâu đỏ, trước áo có in hình màu nâu, viền tay áo màu đen, chân váy màu đen, khoác túi chéo màu xanh, đi xăng đan màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00521_pid706_00707_00010440_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00521_pid706_00707_00010440_attention_mask.raw,64
522,1899,train,DHGTVT_00/01900_00006710.jpg,"nam trán hói, đeo kính trắng, mặc áo sơ mi cộc tay màu trắng, mặc quần dài màu đen, đi giầy đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00522_pid1899_01900_00006710_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00522_pid1899_01900_00006710_attention_mask.raw,48
523,1123,train,HoGuom_01/01124_00000060.jpg,"nữ tóc dài buộc sau gáy, mặc áo cổ tròn hơi sâu màu xanh chấm trắng, cộc tay,mặc quần dài màu đen, tay trái cấm ghi đông xe đạp, đi dép màu vàng nhạt.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00523_pid1123_01124_00000060_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00523_pid1123_01124_00000060_attention_mask.raw,64
524,326,train,HoGuom_00/00327_00010715.jpg,"nam tóc cắt ngắn, mặc áo dài tay màu tối, quần dài màu đen, đeo túi quai đen chéo vai.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00524_pid326_00327_00010715_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00524_pid326_00327_00010715_attention_mask.raw,44
525,1618,train,DHHN_HVBCVT_00/01619_00024795.jpg,"người phụ nữ tóc đen, mặc áo khoác dài màu đỏ đậm, quần dài màu đỏ đậm, tay cầm điện thoại màu trắng, đi giày màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00525_pid1618_01619_00024795_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00525_pid1618_01619_00024795_attention_mask.raw,58
526,1783,train,DHHN_HVBCVT_00/01784_00003195.jpg,"Một nam thanh niên có mái tóc màu đen, đeo kính, mặc áo khoác có nửa trên màu đỏ nửa dưới màu trắng, mặc quần màu đen, đi giày màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00526_pid1783_01784_00003195_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00526_pid1783_01784_00003195_attention_mask.raw,64
527,1762,train,DHHN_HVBCVT_00/01763_00000331.jpg,"Một người đàn ông có mái tóc màu đen, đeo kính màu đen, mặc áo phông màu đen bên trong, mặc áo khoác màu xám bên ngoài, đeo balo màu xám, mặc quần dài màu đen, đi giày màu xám.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00527_pid1762_01763_00000331_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00527_pid1762_01763_00000331_attention_mask.raw,64
528,1025,train,HoGuom_01/01026_00001710.jpg,"nữ cắt tóc tém màu đen, mặc áo phông dài quá mông dài tay màu đen, mặc quần dài màu ghi, tay phải cầm điện thoại tay trái cầm cốc nước, đi giầy thể thao màu đen dây giầy và đế giầy màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00528_pid1025_01026_00001710_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00528_pid1025_01026_00001710_attention_mask.raw,64
529,271,train,HoGuom_00/00272_00009245.jpg,"nam thanh niên mặc áo phông màu xanh, quần bò dài màu xanh thẫm, đi giày đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00529_pid271_00272_00009245_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00529_pid271_00272_00009245_attention_mask.raw,36
530,1493,train,HoGuom_01/01494_2.jpg,"Một cô gái tóc dài ngang lưng màu đen, mặc áo dài tay màu trắng, mặc quần short ngắn ngang đùi màu đen, đi bốt cao cổ màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00530_pid1493_01494_2_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00530_pid1493_01494_2_attention_mask.raw,56
531,1157,train,HoGuom_01/01158_00001275.jpg,"Một cô gái mặc áo thun màu đen, mặc quần short ngắn màu nâu nhạt, đeo túi đeo chéo màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00531_pid1157_01158_00001275_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00531_pid1157_01158_00001275_attention_mask.raw,49
532,1412,train,HoGuom_01/01413_1.jpg,"Một cô gái có mái tóc màu đen, mặc áo màu đen, mặc quần màu đen, đi giày màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00532_pid1412_01413_1_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00532_pid1412_01413_1_attention_mask.raw,41
533,1860,train,DHGTVT_00/01861_00003080.jpg,"nam tóc ngắn màu đen, đeo khẩu trang màu trắng, mặc áo cộc tay màu đen, cầm chiếc ba lô màu xanh tím than, mặc quần dài màu đen, đi giầy thể thao màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00533_pid1860_01861_00003080_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00533_pid1860_01861_00003080_attention_mask.raw,64
534,1354,train,HoGuom_01/01355_00007665.jpg,"Một nam thanh niên có mái tóc màu đen, mặc áo khoác màu đỏ trắng có tay áo màu xanh tím than, mặc quần dài màu đen, khoác balo màu đen, đi giày màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00534_pid1354_01355_00007665_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00534_pid1354_01355_00007665_attention_mask.raw,64
535,743,train,HoGuom_00/00744_00012105.jpg,"người đàn ông tóc ngắn màu đen, mặc áo ngắn tay màu đen có họa tiết nhiều màu, quần sooc màu đen, đi dép màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00535_pid743_00744_00012105_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00535_pid743_00744_00012105_attention_mask.raw,50
536,1130,train,HoGuom_01/01131_00003150.jpg,"Một cậu bé nhìn từ phía sau, mặc áo kẻ caro màu đỏ đen cộc tay, mặc quần dài màu trắng, hai tay giơ về phía trước.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00536_pid1130_01131_00003150_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00536_pid1130_01131_00003150_attention_mask.raw,55
537,150,train,HoGuom_00/00151_00003055.jpg,"nam mặc áo phông không có cổ màu nâu, đeo túi chéo vai màu đen, quần màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00537_pid150_00151_00003055_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00537_pid150_00151_00003055_attention_mask.raw,38
538,1990,train,TamChuc_01/01991_1.jpg,"nam đội mũ màu trắng, mặc áo phông cộc tay màu anh lá cây nhạt, mặc quần màu đen dài.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00538_pid1990_01991_1_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00538_pid1990_01991_1_attention_mask.raw,42
539,1361,train,HoGuom_01/01362_00004245.jpg,"Một người thanh niên tóc màu đen, mặc áo màu xanh, mặc quần màu xanh và đi giày thể thao.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00539_pid1361_01362_00004245_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00539_pid1361_01362_00004245_attention_mask.raw,42
540,630,train,HoGuom_00/00631_00007635.jpg,"người phụ nữ lớn tuổi tóc bạc, áo ngắn tay màu xanh lá cây, tay đeo dây màu đen, quần màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00540_pid630_00631_00007635_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00540_pid630_00631_00007635_attention_mask.raw,46
541,1846,train,HoGuom_01/01847_00005565.jpg,"nam tóc bạc, mặc áo phông cộc tay màu xanh, mặc quần sooc màu xám, hai chân bước rộng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00541_pid1846_01847_00005565_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00541_pid1846_01847_00005565_attention_mask.raw,42
542,124,train,HoGuom_00/00125_00002295.jpg,"nữ mặc áo phông xanh, đeo túi xách màu xanh, váy đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00542_pid124_00125_00002295_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00542_pid124_00125_00002295_attention_mask.raw,30
543,794,train,HoGuom_01/00795_00001980.jpg,"Phụ nữ đeo khẩu trang đen, mặc áo cộc tay màu đen, mặc quần sooc màu đen, đi giầy đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00543_pid794_00795_00001980_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00543_pid794_00795_00001980_attention_mask.raw,46
544,1417,train,HoGuom_01/01418_1.jpg,"Một người đàn ông có mái tóc màu đen, mặc áo sơ mi màu ghi, mặc quần dài màu xanh tím than, đi giày màu ghi, tay đang đang cầm ví màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00544_pid1417_01418_1_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00544_pid1417_01418_1_attention_mask.raw,62
545,868,train,HoGuom_01/00869_00011775.jpg,"nữ tóc dài buộc phía sau, mặc áo xanh thẫm cộc tay, đeo túi chéo vai màu đen trước bụng, mặc chân váy ngắn máu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00545_pid868_00869_00011775_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00545_pid868_00869_00011775_attention_mask.raw,59
546,1299,train,HoGuom_01/01300_00004650.jpg,"Một cô gái tóc đen, mặc áo màu vàng có các kẻ đen, mặc quần màu đen, đi giày màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00546_pid1299_01300_00004650_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00546_pid1299_01300_00004650_attention_mask.raw,43
547,809,train,HoGuom_01/00810_00002940.jpg,"nữ chụp từ phía sau lưng, tóc màu hạt dẻ, búi cao, áo phông trắng ngắn tay, đeo túi trắng ở vai trái, quần sooc ngắn, đi giày bệt màu đen đến trắng, bước chân trái lên trước.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00547_pid809_00810_00002940_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00547_pid809_00810_00002940_attention_mask.raw,64
548,1345,train,HoGuom_01/01346_00006315.jpg,"Một người phụ nữ có mái tóc chớm vai màu đen, đeo khẩu trang màu xanh nước biển, mặc áo phông màu đen, mặc quần dài màu ghi, đi dép màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00548_pid1345_01346_00006315_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00548_pid1345_01346_00006315_attention_mask.raw,64
549,194,train,HoGuom_00/00195_00004775.jpg,"Cậu bé tóc cắt ngắn, mặc áo phông trắng cổ và ống tay màu xanh.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00549_pid194_00195_00004775_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00549_pid194_00195_00004775_attention_mask.raw,33
550,1337,train,HoGuom_01/01338_00008085.jpg,"Một người phụ nữ đang đi bộ trên đường mặc áo đen, quần đen, giày đen đeo kính.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00550_pid1337_01338_00008085_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00550_pid1337_01338_00008085_attention_mask.raw,39
551,179,train,HoGuom_00/00180_00004425.jpg,"Bé gái mặc váy trắng có hình con vật màu xanh phía trước áo, đi xăng đan màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00551_pid179_00180_00004425_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00551_pid179_00180_00004425_attention_mask.raw,37
552,1811,train,DHHN_HVBCVT_00/01812_00010065.jpg,"nam đeo kính gọng đen, mặc áo khoác gió màu trắng pha đỏ, đeo ba lô đen, mặc quần dài đen, đi giày thể thao màu xám.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00552_pid1811_01812_00010065_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00552_pid1811_01812_00010065_attention_mask.raw,58
553,858,train,HoGuom_01/00859_00010275.jpg,"nữ tóc màu hạt dẻ cắt đầu vuông, mặc áo khoét nách màu đen, sau lưng đeo ba lô màu đen, tay đút túi quần, mặc quần dài kẻ ngang trắng đen, chân phải co gối về sau, đi giầy màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00553_pid858_00859_00010275_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00553_pid858_00859_00010275_attention_mask.raw,64
554,1871,train,DHGTVT_00/01872_00004100.jpg,"nam tóc ngắn màu đen, mặc áo phông cộc tay thân và cổ áo màu xanh, phần ngực và tay áo màu trắng, mặc quần thể thao màu đen dọc hai ống quần có viền kẻ trắng, đi giầy thể thao màu đen, viền đế giầy màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00554_pid1871_01872_00004100_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00554_pid1871_01872_00004100_attention_mask.raw,64
555,383,train,HoGuom_00/00384_00012840.jpg,"nam mặc áo phông xanh, quần đen, đi giày thể thao.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00555_pid383_00384_00012840_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00555_pid383_00384_00012840_attention_mask.raw,23
556,1263,train,HoGuom_01/01264_00008970.jpg,"Một em trai cắt tóc ngắn màu đen, đeo khẩu trang màu đen, đeo kính màu đen gọng nhựa, mặc áo phông màu vàng, mặc quần hoa màu xanh, đi đôi giày màu đỏ và đi tất màu xám.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00556_pid1263_01264_00008970_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00556_pid1263_01264_00008970_attention_mask.raw,64
557,460,train,HoGuom_00/00461_00016160.jpg,"cô gái tóc ngắn mặc áo phông trắng ngắn tay, khoác balo đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00557_pid460_00461_00016160_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00557_pid460_00461_00016160_attention_mask.raw,26
558,612,train,HoGuom_00/00613_00006680.jpg,"người đàn ông trán hói, tóc màu đen, áo phông ngắn tay có cổ màu xanh nước biển, quần dài màu nâu nhạt, đi giày màu nâu.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00558_pid612_00613_00006680_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00558_pid612_00613_00006680_attention_mask.raw,54
559,539,train,HoGuom_00/00540_00003650.jpg,"người phụ nữ tóc đen, mặc áo ngắn tay màu đen có in hình màu trắng trước ngực, mặc quần lửng jean màu xanh, đi dép tông màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00559_pid539_00540_00003650_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00559_pid539_00540_00003650_attention_mask.raw,59
560,1737,train,DHHN_HVBCVT_00/01738_00010230.jpg,"Một nam thanh niên có mái tóc màu đen, mặc áo khoác màu đen, mặc quần màu đen, đi giày màu xám.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00560_pid1737_01738_00010230_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00560_pid1737_01738_00010230_attention_mask.raw,46
561,921,train,HoGuom_01/00922_00010306.jpg,"nữ tóc dài màu đen buộc cao, đeo kính, mặc áo dài tay màu đen, đeo túi màu đen chéo vai, túi bên sườn trái, mặc quần dài màu đen, đi giầy bệt màu đen, hai chân bước rộng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00561_pid921_00922_00010306_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00561_pid921_00922_00010306_attention_mask.raw,64
562,669,train,HoGuom_00/00670_00008635.jpg,"Bé trai tóc ngắn màu đen, mặc áo ba lỗ màu trắng viền màu nâu, quần đùi màu vàng có hình màu đen, đi dép màu xám.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00562_pid669_00670_00008635_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00562_pid669_00670_00008635_attention_mask.raw,54
563,283,train,HoGuom_00/00284_00008840.jpg,"nữ đeo kính, mặc áo phông xanh, ống tay màu đen, quần đùi bò.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00563_pid283_00284_00008840_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00563_pid283_00284_00008840_attention_mask.raw,32
564,690,train,HoGuom_00/00691_00010420.jpg,"người đàn ông tóc ngắn màu đen, mặc áo sơ mi dài tay màu trắng, khoác túi chéo màu nâu có quai màu đen, quần jean dài màu xanh, đi giày màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00564_pid690_00691_00010420_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00564_pid690_00691_00010420_attention_mask.raw,64
565,478,train,HoGuom_00/00479_00017150.jpg,"cô gái tóc ngang vai màu đen, rẽ ngôi giữa, mặc áo dài tay màu trắng có in in chữ màu đen và hình màu đỏ phía trước, mặc quần dài màu đen, đi dép tông màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00565_pid478_00479_00017150_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00565_pid478_00479_00017150_attention_mask.raw,64
566,768,train,HoGuom_01/00769_00000120.jpg,"Bạn trai tóc ngắn màu đen, mặc áo sơ mi dài tay màu trắng, quần dài màu đen, đi giày thể thao màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00566_pid768_00769_00000120_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00566_pid768_00769_00000120_attention_mask.raw,48
567,916,train,HoGuom_01/00917_00008100.jpg,"nữ tóc đen cặp tóc sau gáy, cặp tóc mày xám, mặc áo cộc tay màu ghi, mặc quần dài màu nâu, đi giầy thể thao màu xám đế giầy màu trắng, tay phải đưa lên sở vành tai.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00567_pid916_00917_00008100_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00567_pid916_00917_00008100_attention_mask.raw,64
568,1597,train,DHHN_HVBCVT_00/01598_00014610.jpg,"nữ thanh niên tóc dài qua vai, đeo ba lô đen, mặc áo khoác màu trắng, quần bò màu xanh, chân đi giày thể thao trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00568_pid1597_01598_00014610_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00568_pid1597_01598_00014610_attention_mask.raw,53
569,199,train,HoGuom_00/00200_00005000.jpg,"nam mặc áo xanh dài tay, quần âu tối màu, đầu đội mũ xanh.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00569_pid199_00200_00005000_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00569_pid199_00200_00005000_attention_mask.raw,30
570,1708,train,DHHN_HVBCVT_00/01709_00007650.jpg,"nữ, tóc màu đen, khăn quàng cổ màu đỏ đậm, áo khoác màu vàng, đi giày màu trắng, quần dài màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00570_pid1708_01709_00007650_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_train_4000/raw/00570_pid1708_01709_00007650_attention_mask.raw,47
