sample_index,pid,caption,num_tokens
1662,-1,,64
1663,-1,,64
1664,-1,,54
1665,-1,,64
1666,-1,,64
1667,-1,,64
1668,-1,,51
1669,-1,,60
1670,-1,,59
1671,-1,,64
1672,-1,,64
1673,-1,,64
1674,-1,,64
1675,-1,,64
1676,-1,,59
1677,-1,,62
1678,-1,,59
1679,-1,,62
1680,-1,,64
1681,-1,,64
1682,-1,,64
1683,-1,,64
1684,-1,,55
1685,-1,,62
1686,-1,,55
1687,-1,,62
1688,-1,,52
1689,-1,,57
1690,-1,,52
1691,-1,,57
1692,-1,,58
1693,-1,,64
1694,-1,,64
1695,-1,,64
1696,-1,,52
1697,-1,,60
1698,-1,,50
1699,-1,,64
1700,-1,,52
1701,-1,,54
1702,-1,,53
1703,-1,,55
1704,-1,,64
1705,-1,,64
1706,-1,,64
1707,-1,,64
1708,-1,,64
1709,-1,,64
1710,-1,,64
1711,-1,,64
1712,-1,,64
1713,-1,,64
1714,-1,,64
1715,-1,,64
1716,-1,,51
1717,-1,,59
1718,-1,,51
1719,-1,,59
1720,-1,,60
1721,-1,,56
1722,-1,,62
1723,-1,,56
1724,-1,,64
1725,-1,,64
1726,-1,,64
1727,-1,,64
1728,-1,,63
1729,-1,,64
1730,-1,,63
1731,-1,,64
1732,-1,,64
1733,-1,,64
1734,-1,,64
1735,-1,,64
1736,-1,,58
1737,-1,,62
1738,-1,,64
1739,-1,,64
1740,-1,,57
1741,-1,,64
1742,-1,,64
1743,-1,,64
1744,-1,,64
1745,-1,,64
1746,-1,,64
1747,-1,,64
1748,-1,,62
1749,-1,,62
1750,-1,,64
1751,-1,,64
1752,-1,,62
1753,-1,,64
1754,-1,,62
1755,-1,,64
1756,-1,,56
1757,-1,,60
1758,-1,,56
1759,-1,,60
1760,-1,,64
1761,-1,,64
1762,-1,,64
1763,-1,,64
1764,-1,,64
1765,-1,,64
1766,-1,,64
1767,-1,,64
1768,-1,,60
1769,-1,,64
1770,-1,,64
1771,-1,,64
1772,-1,,64
1773,-1,,64
1774,-1,,64
1775,-1,,64
1776,-1,,54
1777,-1,,57
1778,-1,,64
1779,-1,,64
1780,-1,,50
1781,-1,,57
1782,-1,,63
1783,-1,,64
1784,-1,,55
1785,-1,,60
1786,-1,,55
1787,-1,,60
1788,-1,,48
1789,-1,,50
1790,-1,,59
1791,-1,,61
1792,-1,,55
1793,-1,,64
1794,-1,,55
1795,-1,,64
1796,-1,,41
1797,-1,,64
1798,-1,,43
1799,-1,,64
1800,-1,,61
1801,-1,,64
1802,-1,,64
1803,-1,,64
1804,-1,,64
1805,-1,,64
1806,-1,,57
1807,-1,,64
1808,-1,,51
1809,-1,,60
1810,-1,,51
1811,-1,,60
1812,-1,,63
1813,-1,,64
1814,-1,,63
1815,-1,,64
1816,-1,,64
1817,-1,,64
1818,-1,,64
1819,-1,,64
1820,-1,,42
1821,-1,,43
1822,-1,,58
1823,-1,,43
1824,-1,,43
1825,-1,,49
1826,-1,,43
1827,-1,,49
1828,-1,,64
1829,-1,,64
1830,-1,,64
1831,-1,,64
1832,-1,,45
1833,-1,,48
1834,-1,,45
1835,-1,,61
1836,-1,,41
1837,-1,,47
1838,-1,,41
1839,-1,,47
1840,-1,,63
1841,-1,,64
1842,-1,,64
1843,-1,,64
1844,-1,,52
1845,-1,,54
1846,-1,,44
1847,-1,,49
1848,-1,,59
1849,-1,,57
1850,-1,,59
1851,-1,,57
1852,-1,,58
1853,-1,,63
1854,-1,,57
1855,-1,,62
1856,-1,,36
1857,-1,,41
1858,-1,,51
1859,-1,,56
1860,-1,,52
1861,-1,,57
1862,-1,,59
1863,-1,,64
1864,-1,,54
1865,-1,,57
1866,-1,,64
1867,-1,,64
1868,-1,,49
1869,-1,,53
1870,-1,,64
1871,-1,,64
1872,-1,,63
1873,-1,,64
1874,-1,,64
1875,-1,,64
1876,-1,,58
1877,-1,,63
1878,-1,,57
1879,-1,,62
1880,-1,,46
1881,-1,,54
1882,-1,,64
1883,-1,,64
1884,-1,,47
1885,-1,,52
1886,-1,,58
1887,-1,,64
1888,-1,,51
1889,-1,,61
1890,-1,,52
1891,-1,,62
1892,-1,,64
1893,-1,,64
1894,-1,,64
1895,-1,,64
1896,-1,,64
1897,-1,,64
1898,-1,,64
1899,-1,,64
1900,-1,,43
1901,-1,,52
1902,-1,,51
1903,-1,,64
1904,-1,,64
1905,-1,,64
1906,-1,,64
1907,-1,,64
1908,-1,,58
1909,-1,,64
1910,-1,,57
1911,-1,,64
1912,-1,,53
1913,-1,,55
1914,-1,,51
1915,-1,,53
1916,-1,,51
1917,-1,,62
1918,-1,,64
1919,-1,,64
1920,-1,,64
1921,-1,,64
1922,-1,,64
1923,-1,,64
1924,-1,,51
1925,-1,,57
1926,-1,,64
1927,-1,,60
1928,-1,,54
1929,-1,,64
1930,-1,,61
1931,-1,,64
1932,-1,,63
1933,-1,,64
1934,-1,,64
1935,-1,,64
1936,-1,,53
1937,-1,,54
1938,-1,,58
1939,-1,,61
1940,-1,,54
1941,-1,,62
1942,-1,,54
1943,-1,,62
1944,-1,,63
1945,-1,,64
1946,-1,,63
1947,-1,,64
1948,-1,,47
1949,-1,,53
1950,-1,,61
1951,-1,,64
1952,-1,,52
1953,-1,,59
1954,-1,,64
1955,-1,,64
1956,-1,,52
1957,-1,,58
1958,-1,,52
1959,-1,,58
1960,-1,,64
1961,-1,,64
1962,-1,,62
1963,-1,,64
1964,-1,,64
1965,-1,,64
1966,-1,,64
1967,-1,,64
1968,-1,,64
1969,-1,,64
1970,-1,,64
1971,-1,,64
1972,-1,,49
1973,-1,,52
1974,-1,,49
1975,-1,,52
1976,-1,,46
1977,-1,,51
1978,-1,,46
1979,-1,,51
1980,-1,,52
1981,-1,,51
1982,-1,,62
1983,-1,,61
1984,-1,,59
1985,-1,,62
1986,-1,,59
1987,-1,,62
1988,-1,,49
1989,-1,,56
1990,-1,,57
1991,-1,,64
1992,-1,,47
1993,-1,,62
1994,-1,,47
1995,-1,,64
1996,-1,,44
1997,-1,,48
1998,-1,,60
1999,-1,,63
2000,-1,,52
2001,-1,,61
2002,-1,,52
2003,-1,,61
2004,-1,,51
2005,-1,,57
2006,-1,,56
2007,-1,,62
2008,-1,,63
2009,-1,,59
2010,-1,,60
2011,-1,,64
2012,-1,,64
2013,-1,,64
2014,-1,,54
2015,-1,,64
2016,-1,,48
2017,-1,,56
2018,-1,,50
2019,-1,,64
2020,-1,,45
2021,-1,,54
2022,-1,,54
2023,-1,,63
2024,-1,,52
2025,-1,,64
2026,-1,,64
2027,-1,,64
2028,-1,,39
2029,-1,,48
2030,-1,,36
2031,-1,,45
2032,-1,,64
2033,-1,,64
2034,-1,,64
2035,-1,,64
2036,-1,,64
2037,-1,,64
2038,-1,,64
2039,-1,,64
2040,-1,,63
2041,-1,,64
2042,-1,,64
2043,-1,,64
2044,-1,,49
2045,-1,,56
2046,-1,,62
2047,-1,,64
2048,-1,,64
2049,-1,,64
2050,-1,,64
2051,-1,,64
2052,-1,,64
2053,-1,,64
2054,-1,,64
2055,-1,,64
2056,-1,,54
2057,-1,,63
2058,-1,,64
2059,-1,,64
2060,-1,,57
2061,-1,,62
2062,-1,,57
2063,-1,,62
2064,-1,,63
2065,-1,,64
2066,-1,,61
2067,-1,,64
2068,-1,,56
2069,-1,,64
2070,-1,,64
2071,-1,,64
2072,-1,,51
2073,-1,,56
2074,-1,,53
2075,-1,,56
2076,-1,,52
2077,-1,,60
2078,-1,,59
2079,-1,,64
2080,-1,,64
2081,-1,,64
2082,-1,,64
2083,-1,,64
2084,-1,,53
2085,-1,,56
2086,-1,,64
2087,-1,,64
2088,-1,,49
2089,-1,,63
2090,-1,,60
2091,-1,,64
2092,-1,,57
2093,-1,,59
2094,-1,,64
2095,-1,,64
2096,-1,,49
2097,-1,,58
2098,-1,,64
2099,-1,,64
2100,-1,,60
2101,-1,,64
2102,-1,,64
2103,-1,,64
2104,-1,,64
2105,-1,,64
2106,-1,,64
2107,-1,,64
2108,-1,,44
2109,-1,,50
2110,-1,,52
2111,-1,,55
2112,-1,,64
2113,-1,,64
2114,-1,,64
2115,-1,,64
2116,-1,,64
2117,-1,,64
2118,-1,,64
2119,-1,,64
2120,-1,,64
2121,-1,,64
2122,-1,,64
2123,-1,,64
2124,-1,,49
2125,-1,,55
2126,-1,,64
2127,-1,,64
2128,-1,,58
2129,-1,,60
2130,-1,,64
2131,-1,,64
2132,-1,,60
2133,-1,,64
2134,-1,,64
2135,-1,,64
2136,-1,,64
2137,-1,,64
2138,-1,,64
2139,-1,,64
2140,-1,,64
2141,-1,,64
2142,-1,,64
2143,-1,,64
2144,-1,,64
2145,-1,,64
2146,-1,,64
2147,-1,,64
2148,-1,,64
2149,-1,,64
2150,-1,,64
2151,-1,,64
2152,-1,,44
2153,-1,,52
2154,-1,,41
2155,-1,,46
2156,-1,,50
2157,-1,,53
2158,-1,,50
2159,-1,,53
2160,-1,,58
2161,-1,,64
2162,-1,,45
2163,-1,,54
2164,-1,,59
2165,-1,,62
2166,-1,,57
2167,-1,,57
2168,-1,,64
2169,-1,,64
2170,-1,,64
2171,-1,,64
2172,-1,,64
2173,-1,,64
2174,-1,,64
2175,-1,,64
2176,-1,,42
2177,-1,,46
2178,-1,,51
2179,-1,,54
2180,-1,,60
2181,-1,,63
2182,-1,,47
2183,-1,,50
2184,-1,,64
2185,-1,,64
2186,-1,,54
2187,-1,,62
2188,-1,,64
2189,-1,,64
2190,-1,,61
2191,-1,,64
2192,-1,,56
2193,-1,,61
2194,-1,,44
2195,-1,,49
2196,-1,,64
2197,-1,,64
2198,-1,,64
2199,-1,,64
2200,-1,,62
2201,-1,,61
2202,-1,,62
2203,-1,,64
2204,-1,,62
2205,-1,,64
2206,-1,,64
2207,-1,,64
2208,-1,,56
2209,-1,,61
2210,-1,,57
2211,-1,,62
2212,-1,,52
2213,-1,,59
2214,-1,,52
2215,-1,,59
2216,-1,,64
2217,-1,,64
2218,-1,,64
2219,-1,,64
2220,-1,,47
2221,-1,,51
2222,-1,,50
2223,-1,,54
2224,-1,,55
2225,-1,,64
2226,-1,,64
2227,-1,,64
2228,-1,,49
2229,-1,,57
2230,-1,,64
2231,-1,,64
2232,-1,,57
2233,-1,,64
2234,-1,,44
2235,-1,,55
2236,-1,,54
2237,-1,,54
2238,-1,,64
2239,-1,,64
2240,-1,,64
2241,-1,,64
2242,-1,,64
2243,-1,,64
2244,-1,,59
2245,-1,,64
2246,-1,,48
2247,-1,,58
2248,-1,,51
2249,-1,,60
2250,-1,,49
2251,-1,,56
2252,-1,,45
2253,-1,,64
2254,-1,,64
2255,-1,,64
2256,-1,,63
2257,-1,,64
2258,-1,,64
2259,-1,,64
2260,-1,,61
2261,-1,,64
2262,-1,,63
2263,-1,,64
2264,-1,,64
2265,-1,,64
2266,-1,,64
2267,-1,,64
2268,-1,,64
2269,-1,,64
2270,-1,,62
2271,-1,,64
2272,-1,,56
2273,-1,,64
2274,-1,,64
2275,-1,,64
2276,-1,,64
2277,-1,,64
2278,-1,,64
2279,-1,,64
2280,-1,,43
2281,-1,,58
2282,-1,,52
2283,-1,,64
2284,-1,,62
2285,-1,,64
2286,-1,,60
2287,-1,,64
2288,-1,,57
2289,-1,,64
2290,-1,,64
2291,-1,,64
2292,-1,,50
2293,-1,,64
2294,-1,,49
2295,-1,,64
2296,-1,,49
2297,-1,,63
2298,-1,,54
2299,-1,,64
2300,-1,,64
2301,-1,,64
2302,-1,,64
2303,-1,,64
2304,-1,,57
2305,-1,,64
2306,-1,,49
2307,-1,,56
2308,-1,,45
2309,-1,,52
2310,-1,,61
2311,-1,,64
2312,-1,,45
2313,-1,,49
2314,-1,,50
2315,-1,,54
2316,-1,,52
2317,-1,,64
2318,-1,,64
2319,-1,,64
2320,-1,,46
2321,-1,,64
2322,-1,,52
2323,-1,,64
2324,-1,,46
2325,-1,,64
2326,-1,,46
2327,-1,,64
2328,-1,,64
2329,-1,,64
2330,-1,,64
2331,-1,,64
2332,-1,,60
2333,-1,,64
2334,-1,,44
2335,-1,,64
2336,-1,,46
2337,-1,,64
2338,-1,,55
2339,-1,,64
2340,-1,,62
2341,-1,,64
2342,-1,,64
2343,-1,,64
2344,-1,,64
2345,-1,,64
2346,-1,,64
2347,-1,,64
2348,-1,,43
2349,-1,,64
2350,-1,,40
2351,-1,,64
2352,-1,,64
2353,-1,,52
2354,-1,,64
2355,-1,,62
2356,-1,,58
2357,-1,,64
2358,-1,,45
2359,-1,,52
2360,-1,,36
2361,-1,,45
2362,-1,,45
2363,-1,,54
2364,-1,,42
2365,-1,,46
2366,-1,,42
2367,-1,,46
2368,-1,,36
2369,-1,,43
2370,-1,,44
2371,-1,,56
2372,-1,,45
2373,-1,,60
2374,-1,,45
2375,-1,,64
2376,-1,,46
2377,-1,,46
2378,-1,,46
2379,-1,,60
2380,-1,,60
2381,-1,,64
2382,-1,,64
2383,-1,,64
2384,-1,,64
2385,-1,,62
2386,-1,,64
2387,-1,,62
2388,-1,,64
2389,-1,,64
2390,-1,,64
2391,-1,,64
2392,-1,,53
2393,-1,,54
2394,-1,,52
2395,-1,,54
2396,-1,,64
2397,-1,,64
2398,-1,,64
2399,-1,,64
2400,-1,,64
2401,-1,,64
2402,-1,,61
2403,-1,,64
2404,-1,,36
2405,-1,,63
2406,-1,,36
2407,-1,,63
2408,-1,,58
2409,-1,,64
2410,-1,,58
2411,-1,,64
2412,-1,,51
2413,-1,,61
2414,-1,,64
2415,-1,,61
2416,-1,,52
2417,-1,,57
2418,-1,,64
2419,-1,,64
2420,-1,,44
2421,-1,,64
2422,-1,,44
2423,-1,,62
2424,-1,,51
2425,-1,,64
2426,-1,,61
2427,-1,,64
2428,-1,,64
2429,-1,,64
2430,-1,,64
2431,-1,,64
2432,-1,,55
2433,-1,,64
2434,-1,,61
2435,-1,,64
2436,-1,,64
2437,-1,,64
2438,-1,,64
2439,-1,,64
2440,-1,,64
2441,-1,,64
2442,-1,,64
2443,-1,,64
2444,-1,,64
2445,-1,,64
2446,-1,,64
2447,-1,,64
2448,-1,,64
2449,-1,,64
2450,-1,,60
2451,-1,,50
2452,-1,,60
2453,-1,,64
2454,-1,,60
2455,-1,,64
2456,-1,,64
2457,-1,,64
2458,-1,,64
2459,-1,,64
2460,-1,,58
2461,-1,,64
2462,-1,,64
2463,-1,,64
2464,-1,,58
2465,-1,,64
2466,-1,,64
2467,-1,,64
2468,-1,,55
2469,-1,,63
2470,-1,,64
2471,-1,,62
2472,-1,,52
2473,-1,,64
2474,-1,,59
2475,-1,,64
2476,-1,,56
2477,-1,,64
2478,-1,,56
2479,-1,,64
2480,-1,,64
2481,-1,,64
2482,-1,,52
2483,-1,,64
2484,-1,,44
2485,-1,,52
2486,-1,,47
2487,-1,,52
2488,-1,,61
2489,-1,,64
2490,-1,,60
2491,-1,,58
2492,-1,,64
2493,-1,,64
2494,-1,,64
2495,-1,,64
2496,-1,,62
2497,-1,,64
2498,-1,,64
2499,-1,,64
2500,-1,,64
2501,-1,,62
2502,-1,,64
2503,-1,,64
2504,-1,,49
2505,-1,,64
2506,-1,,61
2507,-1,,64
2508,-1,,64
2509,-1,,64
2510,-1,,63
2511,-1,,64
2512,-1,,64
2513,-1,,64
2514,-1,,64
2515,-1,,64
2516,-1,,51
2517,-1,,64
2518,-1,,47
2519,-1,,64
2520,-1,,59
2521,-1,,64
2522,-1,,64
2523,-1,,64
2524,-1,,64
2525,-1,,64
2526,-1,,64
2527,-1,,64
2528,-1,,49
2529,-1,,64
2530,-1,,64
2531,-1,,64
2532,-1,,64
2533,-1,,64
2534,-1,,64
2535,-1,,64
2536,-1,,61
2537,-1,,64
2538,-1,,64
2539,-1,,64
2540,-1,,50
2541,-1,,64
2542,-1,,46
2543,-1,,64
2544,-1,,36
2545,-1,,53
2546,-1,,30
2547,-1,,53
2548,-1,,49
2549,-1,,64
2550,-1,,56
2551,-1,,64
2552,-1,,40
2553,-1,,64
2554,-1,,54
2555,-1,,64
2556,-1,,54
2557,-1,,64
2558,-1,,49
2559,-1,,64
2560,-1,,47
2561,-1,,35
2562,-1,,64
2563,-1,,51
2564,-1,,56
2565,-1,,64
2566,-1,,46
2567,-1,,64
2568,-1,,61
2569,-1,,64
2570,-1,,60
2571,-1,,64
2572,-1,,64
2573,-1,,64
2574,-1,,64
2575,-1,,64
2576,-1,,51
2577,-1,,61
2578,-1,,58
2579,-1,,61
2580,-1,,35
2581,-1,,55
2582,-1,,56
2583,-1,,55
2584,-1,,64
2585,-1,,64
2586,-1,,64
2587,-1,,64
2588,-1,,50
2589,-1,,64
2590,-1,,63
2591,-1,,64
2592,-1,,64
2593,-1,,64
2594,-1,,64
2595,-1,,64
2596,-1,,63
2597,-1,,64
2598,-1,,64
2599,-1,,64
2600,-1,,52
2601,-1,,64
2602,-1,,64
2603,-1,,64
2604,-1,,54
2605,-1,,64
2606,-1,,48
2607,-1,,64
2608,-1,,63
2609,-1,,64
2610,-1,,64
2611,-1,,64
2612,-1,,61
2613,-1,,64
2614,-1,,64
2615,-1,,64
2616,-1,,39
2617,-1,,64
2618,-1,,64
2619,-1,,64
2620,-1,,54
2621,-1,,64
2622,-1,,60
2623,-1,,64
2624,-1,,40
2625,-1,,64
2626,-1,,37
2627,-1,,64
2628,-1,,60
2629,-1,,64
2630,-1,,58
2631,-1,,64
2632,-1,,64
2633,-1,,64
2634,-1,,64
2635,-1,,64
2636,-1,,64
2637,-1,,64
2638,-1,,64
2639,-1,,64
2640,-1,,54
2641,-1,,64
2642,-1,,51
2643,-1,,64
2644,-1,,61
2645,-1,,57
2646,-1,,39
2647,-1,,38
2648,-1,,61
2649,-1,,64
2650,-1,,64
2651,-1,,64
2652,-1,,64
2653,-1,,64
2654,-1,,64
2655,-1,,64
2656,-1,,41
2657,-1,,57
2658,-1,,49
2659,-1,,57
2660,-1,,50
2661,-1,,64
2662,-1,,59
2663,-1,,64
2664,-1,,64
2665,-1,,64
2666,-1,,63
2667,-1,,64
2668,-1,,62
2669,-1,,64
2670,-1,,62
2671,-1,,64
2672,-1,,28
2673,-1,,53
2674,-1,,36
2675,-1,,53
2676,-1,,54
2677,-1,,64
2678,-1,,64
2679,-1,,64
2680,-1,,62
2681,-1,,64
2682,-1,,55
2683,-1,,64
2684,-1,,64
2685,-1,,64
2686,-1,,64
2687,-1,,64
2688,-1,,51
2689,-1,,64
2690,-1,,48
2691,-1,,64
2692,-1,,53
2693,-1,,53
2694,-1,,64
2695,-1,,53
2696,-1,,59
2697,-1,,64
2698,-1,,64
2699,-1,,64
2700,-1,,44
2701,-1,,43
2702,-1,,52
2703,-1,,52
2704,-1,,47
2705,-1,,64
2706,-1,,60
2707,-1,,64
2708,-1,,44
2709,-1,,59
2710,-1,,44
2711,-1,,59
2712,-1,,64
2713,-1,,64
2714,-1,,64
2715,-1,,64
2716,-1,,64
2717,-1,,64
2718,-1,,64
2719,-1,,64
2720,-1,,64
2721,-1,,64
2722,-1,,64
2723,-1,,64
2724,-1,,64
2725,-1,,64
2726,-1,,64
2727,-1,,64
2728,-1,,64
2729,-1,,64
2730,-1,,64
2731,-1,,64
2732,-1,,62
2733,-1,,64
2734,-1,,64
2735,-1,,64
2736,-1,,48
2737,-1,,54
2738,-1,,50
2739,-1,,54
2740,-1,,64
2741,-1,,64
2742,-1,,64
2743,-1,,64
2744,-1,,43
2745,-1,,56
2746,-1,,46
2747,-1,,56
2748,-1,,48
2749,-1,,63
2750,-1,,53
2751,-1,,64
2752,-1,,64
2753,-1,,64
2754,-1,,64
2755,-1,,64
2756,-1,,64
2757,-1,,64
2758,-1,,64
2759,-1,,64
2760,-1,,40
2761,-1,,54
2762,-1,,39
2763,-1,,54
2764,-1,,64
2765,-1,,64
2766,-1,,64
2767,-1,,64
2768,-1,,64
2769,-1,,64
2770,-1,,64
2771,-1,,64
2772,-1,,54
2773,-1,,64
2774,-1,,61
2775,-1,,64
2776,-1,,64
2777,-1,,64
2778,-1,,64
2779,-1,,64
2780,-1,,37
2781,-1,,56
2782,-1,,42
2783,-1,,64
2784,-1,,61
2785,-1,,64
2786,-1,,58
2787,-1,,64
2788,-1,,56
2789,-1,,64
2790,-1,,55
2791,-1,,64
2792,-1,,62
2793,-1,,64
2794,-1,,64
2795,-1,,64
2796,-1,,44
2797,-1,,57
2798,-1,,64
2799,-1,,60
2800,-1,,59
2801,-1,,64
2802,-1,,64
2803,-1,,64
2804,-1,,64
2805,-1,,64
2806,-1,,64
2807,-1,,64
2808,-1,,46
2809,-1,,52
2810,-1,,48
2811,-1,,52
2812,-1,,60
2813,-1,,64
2814,-1,,64
2815,-1,,64
2816,-1,,59
2817,-1,,64
2818,-1,,58
2819,-1,,64
2820,-1,,64
2821,-1,,64
2822,-1,,64
2823,-1,,64
2824,-1,,34
2825,-1,,40
2826,-1,,37
2827,-1,,40
2828,-1,,64
2829,-1,,64
2830,-1,,64
2831,-1,,64
2832,-1,,64
2833,-1,,64
2834,-1,,64
2835,-1,,64
2836,-1,,64
2837,-1,,64
2838,-1,,64
2839,-1,,64
2840,-1,,44
2841,-1,,64
2842,-1,,47
2843,-1,,64
2844,-1,,58
2845,-1,,64
2846,-1,,62
2847,-1,,64
2848,-1,,64
2849,-1,,64
2850,-1,,61
2851,-1,,64
2852,-1,,47
2853,-1,,44
2854,-1,,44
2855,-1,,42
2856,-1,,55
2857,-1,,64
2858,-1,,45
2859,-1,,64
2860,-1,,64
2861,-1,,64
2862,-1,,56
2863,-1,,64
2864,-1,,60
2865,-1,,64
2866,-1,,56
2867,-1,,64
2868,-1,,64
2869,-1,,64
2870,-1,,64
2871,-1,,64
2872,-1,,64
2873,-1,,64
2874,-1,,64
2875,-1,,64
2876,-1,,56
2877,-1,,64
2878,-1,,49
2879,-1,,64
2880,-1,,64
2881,-1,,64
2882,-1,,64
2883,-1,,64
2884,-1,,49
2885,-1,,64
2886,-1,,57
2887,-1,,64
2888,-1,,48
2889,-1,,61
2890,-1,,50
2891,-1,,61
2892,-1,,37
2893,-1,,64
2894,-1,,37
2895,-1,,64
2896,-1,,59
2897,-1,,64
2898,-1,,47
2899,-1,,64
2900,-1,,64
2901,-1,,64
2902,-1,,60
2903,-1,,64
2904,-1,,40
2905,-1,,54
2906,-1,,53
2907,-1,,54
2908,-1,,42
2909,-1,,48
2910,-1,,43
2911,-1,,48
2912,-1,,64
2913,-1,,64
2914,-1,,64
2915,-1,,64
2916,-1,,46
2917,-1,,64
2918,-1,,53
2919,-1,,64
2920,-1,,62
2921,-1,,64
2922,-1,,52
2923,-1,,64
2924,-1,,64
2925,-1,,64
2926,-1,,64
2927,-1,,64
2928,-1,,43
2929,-1,,64
2930,-1,,56
2931,-1,,64
2932,-1,,52
2933,-1,,64
2934,-1,,59
2935,-1,,52
2936,-1,,58
2937,-1,,64
2938,-1,,44
2939,-1,,64
2940,-1,,52
2941,-1,,64
2942,-1,,51
2943,-1,,64
2944,-1,,53
2945,-1,,64
2946,-1,,53
2947,-1,,64
2948,-1,,40
2949,-1,,64
2950,-1,,38
2951,-1,,64
2952,-1,,49
2953,-1,,64
2954,-1,,51
2955,-1,,64
2956,-1,,32
2957,-1,,49
2958,-1,,36
2959,-1,,49
2960,-1,,64
2961,-1,,64
2962,-1,,64
2963,-1,,64
2964,-1,,57
2965,-1,,64
2966,-1,,47
2967,-1,,64
2968,-1,,64
2969,-1,,64
2970,-1,,64
2971,-1,,64
2972,-1,,45
2973,-1,,64
2974,-1,,45
2975,-1,,64
2976,-1,,52
2977,-1,,64
2978,-1,,62
2979,-1,,64
2980,-1,,64
2981,-1,,64
2982,-1,,58
2983,-1,,64
2984,-1,,55
2985,-1,,64
2986,-1,,54
2987,-1,,64
2988,-1,,49
2989,-1,,64
2990,-1,,52
2991,-1,,64
2992,-1,,64
2993,-1,,64
2994,-1,,62
2995,-1,,64
2996,-1,,51
2997,-1,,51
2998,-1,,37
2999,-1,,61
3000,-1,,39
3001,-1,,56
3002,-1,,33
3003,-1,,36
3004,-1,,64
3005,-1,,58
3006,-1,,53
3007,-1,,64
3008,-1,,43
3009,-1,,60
3010,-1,,45
3011,-1,,46
3012,-1,,60
3013,-1,,42
3014,-1,,64
3015,-1,,56
3016,-1,,61
3017,-1,,64
3018,-1,,57
3019,-1,,47
3020,-1,,40
3021,-1,,64
3022,-1,,53
3023,-1,,43
3024,-1,,46
3025,-1,,64
3026,-1,,51
3027,-1,,47
3028,-1,,50
3029,-1,,64
3030,-1,,49
3031,-1,,50
3032,-1,,54
3033,-1,,61
3034,-1,,51
3035,-1,,56
3036,-1,,55
3037,-1,,64
3038,-1,,58
3039,-1,,48
3040,-1,,33
3041,-1,,48
3042,-1,,36
3043,-1,,45
3044,-1,,51
3045,-1,,43
3046,-1,,46
3047,-1,,41
3048,-1,,57
3049,-1,,44
3050,-1,,55
3051,-1,,46
3052,-1,,32
3053,-1,,42
3054,-1,,39
3055,-1,,37
3056,-1,,52
3057,-1,,64
3058,-1,,61
3059,-1,,56
3060,-1,,33
3061,-1,,48
3062,-1,,38
3063,-1,,40
3064,-1,,64
3065,-1,,64
3066,-1,,58
3067,-1,,64
3068,-1,,59
3069,-1,,55
3070,-1,,54
3071,-1,,54
3072,-1,,64
3073,-1,,64
3074,-1,,64
3075,-1,,50
3076,-1,,45
3077,-1,,56
3078,-1,,49
3079,-1,,47
3080,-1,,38
3081,-1,,46
3082,-1,,36
3083,-1,,41
3084,-1,,50
3085,-1,,63
3086,-1,,54
3087,-1,,62
3088,-1,,58
3089,-1,,64
3090,-1,,61
3091,-1,,49
3092,-1,,39
3093,-1,,57
3094,-1,,40
3095,-1,,41
3096,-1,,39
3097,-1,,54
3098,-1,,58
3099,-1,,45
3100,-1,,41
3101,-1,,51
3102,-1,,33
3103,-1,,43
3104,-1,,55
3105,-1,,64
3106,-1,,60
3107,-1,,64
3108,-1,,55
3109,-1,,64
3110,-1,,59
3111,-1,,64
3112,-1,,57
3113,-1,,64
3114,-1,,64
3115,-1,,54
3116,-1,,56
3117,-1,,64
3118,-1,,58
3119,-1,,50
3120,-1,,48
3121,-1,,51
3122,-1,,58
3123,-1,,49
3124,-1,,40
3125,-1,,35
3126,-1,,33
3127,-1,,30
3128,-1,,60
3129,-1,,64
3130,-1,,64
3131,-1,,60
3132,-1,,64
3133,-1,,64
3134,-1,,60
3135,-1,,60
3136,-1,,52
3137,-1,,64
3138,-1,,49
3139,-1,,52
3140,-1,,43
3141,-1,,64
3142,-1,,42
3143,-1,,48
3144,-1,,42
3145,-1,,64
3146,-1,,46
3147,-1,,61
3148,-1,,53
3149,-1,,64
3150,-1,,48
3151,-1,,55
3152,-1,,59
3153,-1,,45
3154,-1,,51
3155,-1,,53
3156,-1,,40
3157,-1,,52
3158,-1,,39
3159,-1,,51
3160,-1,,48
3161,-1,,46
3162,-1,,52
3163,-1,,53
3164,-1,,31
3165,-1,,43
3166,-1,,42
3167,-1,,28
3168,-1,,52
3169,-1,,42
3170,-1,,46
3171,-1,,50
3172,-1,,64
3173,-1,,64
3174,-1,,64
3175,-1,,49
3176,-1,,51
3177,-1,,32
3178,-1,,52
3179,-1,,46
3180,-1,,64
3181,-1,,57
3182,-1,,64
3183,-1,,52
3184,-1,,56
3185,-1,,44
3186,-1,,57
3187,-1,,52
3188,-1,,52
3189,-1,,39
3190,-1,,55
3191,-1,,53
3192,-1,,64
3193,-1,,55
3194,-1,,57
3195,-1,,63
3196,-1,,64
3197,-1,,49
3198,-1,,60
3199,-1,,60
3200,-1,,30
3201,-1,,29
3202,-1,,32
3203,-1,,34
3204,-1,,60
3205,-1,,50
3206,-1,,46
3207,-1,,53
3208,-1,,60
3209,-1,,51
3210,-1,,58
3211,-1,,56
3212,-1,,41
3213,-1,,42
3214,-1,,47
